Crime ID,Date,Time,City,Location,Crime Type,Severity,Arrest Made,Number of Arrests,Hour,DOW,TimeBlock,Cluster
C1238,2023-12-21,17:26,Little Rock,Donald Branch,Assault,Medium,Arrest Made,2,17,Thursday,Evening,0
C1239,2024-07-06,06:03,Kansas City,Santos Isle,Assault,Medium,Arrest Made,2,6,Saturday,Morning,0
C1240,2023-07-12,00:45,Little Rock,Sarah Cove,Vandalism,Low,Arrest Made,1,0,Wednesday,Night,0
C1241,2023-12-03,07:18,Kansas City,Carter Wall,Burglary,Medium,Arrest Made,2,7,Sunday,Morning,0
C1242,2023-10-10,11:40,Kansas City,Adam Islands,Homicide,High,Arrest Made,1,11,Tuesday,Morning,0
C1243,2023-10-05,10:00,Tulsa,Watkins Springs,Robbery,High,No Arrest,0,10,Thursday,Morning,0
C1244,2025-03-23,21:05,Little Rock,Mark View,Assault,Medium,Arrest Made,1,21,Sunday,Night,0
C1245,2023-12-22,22:59,Austin,Jackie Wells,Drug Offense,Medium,No Arrest,0,22,Friday,Night,1
C1246,2025-01-13,17:09,Houston,Sabrina Court,Theft,Low,Arrest Made,2,17,Monday,Evening,1
C1247,2023-12-01,06:10,San Antonio,Karen Rest,Theft,Low,Arrest Made,1,6,Friday,Morning,1
C1248,2024-09-16,10:19,San Antonio,Jillian Lakes,Homicide,High,Arrest Made,1,10,Monday,Morning,1
C1249,2025-06-04,10:49,Houston,Tony Park,Burglary,Medium,No Arrest,0,10,Wednesday,Morning,1
C1250,2025-01-14,01:59,Little Rock,Carrie Lodge,Theft,Low,Arrest Made,1,1,Tuesday,Night,0
C1251,2025-04-02,19:44,San Antonio,Walters Square,Drug Offense,Medium,No Arrest,0,19,Wednesday,Evening,1
C1252,2023-09-19,00:16,Kansas City,Cindy Wells,Theft,Low,Arrest Made,2,0,Tuesday,Night,0
C1253,2024-04-11,21:46,Dallas,Jessica Lodge,Vandalism,Low,Arrest Made,1,21,Thursday,Night,1
C1254,2024-10-25,21:25,Tulsa,Dudley Plain,Robbery,High,Arrest Made,1,21,Friday,Night,0
C1255,2024-04-01,08:10,Houston,Clark Estate,Fraud,Medium,No Arrest,0,8,Monday,Morning,1
C1256,2025-03-04,10:56,Austin,George Lake,Burglary,Medium,Arrest Made,1,10,Tuesday,Morning,1
C1257,2024-02-27,13:06,Tulsa,William Ridge,Vandalism,Low,Arrest Made,2,13,Tuesday,Afternoon,0
C1258,2025-04-15,17:24,Dallas,Perry Square,Drug Offense,Medium,Arrest Made,2,17,Tuesday,Evening,1
C1259,2025-03-14,23:44,Oklahoma City,Powell Turnpike,Drug Offense,Medium,Arrest Made,1,23,Friday,Night,1
C1260,2024-07-21,12:56,Kansas City,Brewer Fork,Burglary,Medium,Arrest Made,2,12,Sunday,Afternoon,0
C1261,2023-09-16,16:45,Austin,Craig Groves,Fraud,Medium,Arrest Made,2,16,Saturday,Afternoon,1
C1262,2024-07-01,10:56,Tulsa,Lopez Orchard,Fraud,Medium,No Arrest,0,10,Monday,Morning,0
C1263,2023-11-03,17:50,Oklahoma City,Gregory Shore,Homicide,High,Arrest Made,1,17,Friday,Evening,1
C1264,2023-09-28,06:44,Austin,Spencer Path,Homicide,High,Arrest Made,1,6,Thursday,Morning,1
C1265,2025-03-22,03:46,Houston,Justin Alley,Fraud,Medium,Arrest Made,1,3,Saturday,Night,1
C1266,2023-12-26,00:02,Dallas,Thomas Fords,Theft,Low,Arrest Made,1,0,Tuesday,Night,1
C1267,2023-07-02,00:10,Little Rock,Christine Club,Burglary,Medium,Arrest Made,2,0,Sunday,Night,0
C1268,2023-09-08,16:52,Kansas City,Sandra Forest,Fraud,Medium,No Arrest,0,16,Friday,Afternoon,0
C1269,2025-06-05,04:36,Tulsa,Troy Valleys,Vandalism,Low,Arrest Made,1,4,Thursday,Night,0
C1270,2024-01-02,16:29,Little Rock,Williams Parkways,Fraud,Medium,No Arrest,0,16,Tuesday,Afternoon,0
C1271,2024-01-04,17:42,Kansas City,Carol Burgs,Fraud,Medium,Arrest Made,1,17,Thursday,Evening,0
C1272,2024-06-26,13:38,Little Rock,Joshua Creek,Fraud,Medium,Arrest Made,2,13,Wednesday,Afternoon,0
C1273,2025-04-08,15:49,Oklahoma City,Marilyn Walk,Vandalism,Low,Arrest Made,1,15,Tuesday,Afternoon,1
C1274,2023-10-08,16:53,Oklahoma City,Marcus Field,Homicide,High,Arrest Made,1,16,Sunday,Afternoon,1
C1275,2023-11-23,09:02,Little Rock,Amy Squares,Vandalism,Low,Arrest Made,1,9,Thursday,Morning,0
C1276,2024-12-25,14:15,Oklahoma City,Goodman Glen,Burglary,Medium,No Arrest,0,14,Wednesday,Afternoon,1
C1277,2024-08-06,02:57,Houston,Rodney Plain,Homicide,High,Arrest Made,1,2,Tuesday,Night,1
C1278,2024-03-15,18:36,Little Rock,Cooper Creek,Burglary,Medium,Arrest Made,2,18,Friday,Evening,0
C1279,2024-06-16,22:31,Dallas,Garcia Springs,Theft,Low,Arrest Made,2,22,Sunday,Night,1
C1280,2023-10-04,06:31,Oklahoma City,Tracy Inlet,Fraud,Medium,No Arrest,0,6,Wednesday,Morning,1
C1281,2024-02-02,06:04,Little Rock,Wolf Gateway,Theft,Low,Arrest Made,2,6,Friday,Morning,0
C1282,2023-12-09,04:36,Dallas,Kenneth Lane,Drug Offense,Medium,Arrest Made,1,4,Saturday,Night,1
C1283,2024-08-15,16:14,Austin,Rebecca Point,Theft,Low,Arrest Made,1,16,Thursday,Afternoon,1
C1284,2025-04-09,18:44,Kansas City,Jennifer Meadows,Robbery,High,Arrest Made,2,18,Wednesday,Evening,0
C1285,2023-06-14,16:02,Little Rock,Castillo Tunnel,Assault,Medium,No Arrest,0,16,Wednesday,Afternoon,0
C1286,2024-07-17,00:34,Dallas,Mason Ways,Assault,Medium,No Arrest,0,0,Wednesday,Night,1
C1287,2024-12-13,16:34,Dallas,Krista Ville,Homicide,High,Arrest Made,1,16,Friday,Afternoon,1
C1288,2023-06-15,12:00,Oklahoma City,Richards Roads,Homicide,High,Arrest Made,1,12,Thursday,Afternoon,1
C1289,2023-11-07,06:53,Tulsa,James Bridge,Burglary,Medium,Arrest Made,2,6,Tuesday,Morning,0
C1290,2023-10-09,10:30,Tulsa,Elizabeth Extensions,Assault,Medium,Arrest Made,2,10,Monday,Morning,0
C1291,2024-08-16,13:32,Kansas City,Murphy Valley,Burglary,Medium,No Arrest,0,13,Friday,Afternoon,0
C1292,2023-09-23,19:14,Tulsa,Beck Knoll,Assault,Medium,Arrest Made,1,19,Saturday,Evening,0
C1293,2025-04-30,16:21,Little Rock,Snyder Stravenue,Homicide,High,Arrest Made,1,16,Wednesday,Afternoon,0
C1294,2024-09-06,21:24,Little Rock,Joseph Forks,Burglary,Medium,Arrest Made,1,21,Friday,Night,0
C1295,2024-05-08,14:26,San Antonio,Rodney Trail,Vandalism,Low,Arrest Made,1,14,Wednesday,Afternoon,1
C1296,2024-05-28,18:06,Austin,Teresa Harbors,Theft,Low,Arrest Made,2,18,Tuesday,Evening,1
C1297,2025-01-24,17:16,Little Rock,Douglas Views,Homicide,High,Arrest Made,1,17,Friday,Evening,0
C1298,2024-10-13,02:30,Kansas City,Jamie Stravenue,Assault,Medium,Arrest Made,1,2,Sunday,Night,0
C1299,2025-02-08,02:00,Austin,Curtis Crescent,Vandalism,Low,Arrest Made,1,2,Saturday,Night,1
C1300,2024-10-03,07:40,Dallas,Patterson Crossing,Fraud,Medium,Arrest Made,1,7,Thursday,Morning,1
C1301,2025-01-13,15:06,Kansas City,Donna Fords,Vandalism,Low,Arrest Made,2,15,Monday,Afternoon,0
C1302,2024-11-19,20:02,Austin,Hannah Mill,Drug Offense,Medium,No Arrest,0,20,Tuesday,Evening,1
C1303,2025-01-16,07:19,Tulsa,Williams Streets,Theft,Low,No Arrest,0,7,Thursday,Morning,0
C1304,2024-12-20,13:51,Austin,Goodman Springs,Vandalism,Low,Arrest Made,1,13,Friday,Afternoon,1
C1305,2024-11-28,21:02,Little Rock,Bryant Crossroad,Theft,Low,Arrest Made,1,21,Thursday,Night,0
C1306,2024-01-09,19:25,Tulsa,Castillo Valleys,Drug Offense,Medium,Arrest Made,1,19,Tuesday,Evening,0
C1307,2024-05-09,03:42,San Antonio,Connie Throughway,Robbery,High,Arrest Made,2,3,Thursday,Night,1
C1308,2024-02-24,19:01,Oklahoma City,Cook Grove,Fraud,Medium,Arrest Made,1,19,Saturday,Evening,1
C1309,2025-05-22,02:06,Tulsa,Elizabeth Burgs,Assault,Medium,No Arrest,0,2,Thursday,Night,0
C1310,2023-11-30,20:11,Houston,Emily Via,Theft,Low,Arrest Made,2,20,Thursday,Evening,1
C1311,2024-04-13,09:39,Austin,Tanner Square,Robbery,High,Arrest Made,2,9,Saturday,Morning,1
C1312,2024-12-11,15:02,Tulsa,Williams Corners,Assault,Medium,No Arrest,0,15,Wednesday,Afternoon,0
C1313,2024-04-19,04:08,Tulsa,Jennifer Stravenue,Drug Offense,Medium,Arrest Made,1,4,Friday,Night,0
C1314,2023-08-01,02:36,Tulsa,White Haven,Vandalism,Low,Arrest Made,1,2,Tuesday,Night,0
C1315,2024-07-24,04:14,Austin,Edward Ford,Robbery,High,Arrest Made,2,4,Wednesday,Night,1
C1316,2024-01-08,13:50,Oklahoma City,Williams Lane,Robbery,High,Arrest Made,2,13,Monday,Afternoon,1
C1317,2023-12-02,21:02,Oklahoma City,Alexandria Centers,Vandalism,Low,Arrest Made,2,21,Saturday,Night,1
C1318,2024-08-04,21:30,Dallas,Eric Motorway,Robbery,High,No Arrest,0,21,Sunday,Night,1
C1319,2024-02-21,23:36,Houston,Tasha Fort,Theft,Low,Arrest Made,1,23,Wednesday,Night,1
C1320,2024-03-01,01:09,Austin,Acosta Plaza,Theft,Low,Arrest Made,2,1,Friday,Night,1
C1321,2023-08-03,13:56,Houston,Martha Glen,Homicide,High,Arrest Made,1,13,Thursday,Afternoon,1
C1322,2023-08-05,10:12,San Antonio,Leblanc Alley,Theft,Low,No Arrest,0,10,Saturday,Morning,1
C1323,2024-10-16,12:28,San Antonio,Hammond Underpass,Assault,Medium,No Arrest,0,12,Wednesday,Afternoon,1
C1324,2023-10-21,02:15,Dallas,Daniel Ranch,Theft,Low,Arrest Made,1,2,Saturday,Night,1
C1325,2024-10-11,10:57,Austin,Crosby Unions,Burglary,Medium,Arrest Made,1,10,Friday,Morning,1
C1326,2024-03-01,11:49,San Antonio,Lin Lake,Drug Offense,Medium,Arrest Made,2,11,Friday,Morning,1
C1327,2024-01-15,20:48,Austin,Carolyn Corners,Homicide,High,Arrest Made,1,20,Monday,Evening,1
C1328,2023-07-09,15:17,Dallas,Heather Overpass,Vandalism,Low,Arrest Made,2,15,Sunday,Afternoon,1
C1329,2024-07-03,17:25,Kansas City,Dean Light,Fraud,Medium,Arrest Made,1,17,Wednesday,Evening,0
C1330,2025-04-20,21:56,Houston,Fleming Manor,Robbery,High,Arrest Made,1,21,Sunday,Night,1
C1331,2023-10-23,23:10,Kansas City,Herrera Wall,Burglary,Medium,Arrest Made,2,23,Monday,Night,0
C1332,2023-11-19,00:51,Tulsa,Melissa Run,Burglary,Medium,No Arrest,0,0,Sunday,Night,0
C1333,2023-11-03,00:45,Tulsa,David Lights,Vandalism,Low,No Arrest,0,0,Friday,Night,0
C1334,2025-02-03,17:20,Dallas,Smith Flat,Vandalism,Low,No Arrest,0,17,Monday,Evening,1
C1335,2025-02-23,06:07,Dallas,Gutierrez Plains,Assault,Medium,Arrest Made,1,6,Sunday,Morning,1
C1336,2023-11-16,23:47,Austin,Anthony Expressway,Robbery,High,Arrest Made,2,23,Thursday,Night,1
C1337,2024-12-08,16:52,San Antonio,Dalton Station,Robbery,High,Arrest Made,2,16,Sunday,Afternoon,1
C1338,2024-02-13,11:08,Kansas City,Alexander Well,Theft,Low,Arrest Made,2,11,Tuesday,Morning,0
C1339,2024-07-23,06:49,Little Rock,Keith Drives,Homicide,High,Arrest Made,1,6,Tuesday,Morning,0
C1340,2025-04-21,08:44,Houston,Debbie Port,Theft,Low,Arrest Made,2,8,Monday,Morning,1
C1341,2024-11-15,16:12,San Antonio,Johnson Plains,Robbery,High,Arrest Made,1,16,Friday,Afternoon,1
C1342,2025-01-01,00:48,Tulsa,Christine Junction,Burglary,Medium,Arrest Made,1,0,Wednesday,Night,0
C1343,2024-11-30,14:44,Dallas,Hammond Hills,Vandalism,Low,No Arrest,0,14,Saturday,Afternoon,1
C1344,2024-10-30,07:17,Oklahoma City,Robertson Mission,Vandalism,Low,Arrest Made,1,7,Wednesday,Morning,1
C1345,2024-07-08,20:20,Houston,Shannon Mount,Vandalism,Low,Arrest Made,1,20,Monday,Evening,1
C1346,2023-08-15,05:27,Austin,Robert Rapid,Drug Offense,Medium,Arrest Made,2,5,Tuesday,Morning,1
C1347,2024-08-02,23:41,Austin,Alan Mountains,Burglary,Medium,No Arrest,0,23,Friday,Night,1
C1348,2023-09-22,01:56,Tulsa,Phyllis Trail,Theft,Low,Arrest Made,2,1,Friday,Night,0
C1349,2024-09-20,17:18,Tulsa,Ward Vista,Homicide,High,Arrest Made,1,17,Friday,Evening,0
C1350,2024-06-27,07:55,Austin,David Mountains,Fraud,Medium,Arrest Made,1,7,Thursday,Morning,1
C1351,2024-07-06,09:10,Tulsa,Smith Row,Vandalism,Low,Arrest Made,1,9,Saturday,Morning,0
C1352,2025-06-07,00:33,Little Rock,Cindy Village,Drug Offense,Medium,No Arrest,0,0,Saturday,Night,0
C1353,2024-10-22,02:47,Little Rock,Johnson River,Assault,Medium,Arrest Made,1,2,Tuesday,Night,0
C1354,2025-02-06,13:10,Tulsa,William Expressway,Homicide,High,Arrest Made,1,13,Thursday,Afternoon,0
C1355,2025-01-20,05:10,San Antonio,Robert Grove,Fraud,Medium,Arrest Made,1,5,Monday,Morning,1
C1356,2025-06-01,09:23,Tulsa,Scott Extensions,Theft,Low,No Arrest,0,9,Sunday,Morning,0
C1357,2024-11-14,08:22,Little Rock,Gonzalez Extension,Fraud,Medium,No Arrest,0,8,Thursday,Morning,0
C1358,2024-09-13,10:35,Austin,Nguyen Mountains,Drug Offense,Medium,No Arrest,0,10,Friday,Morning,1
C1359,2024-04-20,05:27,Houston,Cooper Drives,Robbery,High,Arrest Made,2,5,Saturday,Morning,1
C1360,2025-01-11,23:03,Austin,Claire Forge,Burglary,Medium,No Arrest,0,23,Saturday,Night,1
C1361,2024-11-15,21:13,Tulsa,Moore Creek,Assault,Medium,Arrest Made,2,21,Friday,Night,0
C1362,2023-11-27,17:02,Kansas City,Mckinney Union,Drug Offense,Medium,Arrest Made,1,17,Monday,Evening,0
C1363,2024-12-08,15:23,San Antonio,Andres Fall,Drug Offense,Medium,No Arrest,0,15,Sunday,Afternoon,1
C1364,2023-10-09,23:29,Houston,Anderson Views,Fraud,Medium,Arrest Made,2,23,Monday,Night,1
C1365,2025-01-13,15:17,Oklahoma City,Sarah Stravenue,Burglary,Medium,Arrest Made,2,15,Monday,Afternoon,1
C1366,2023-07-13,20:00,Houston,Jason Corners,Fraud,Medium,Arrest Made,2,20,Thursday,Evening,1
C1367,2025-02-27,15:02,Houston,Hansen Ferry,Theft,Low,Arrest Made,2,15,Thursday,Afternoon,1
C1368,2023-07-16,08:28,Little Rock,Dunlap Spring,Homicide,High,Arrest Made,1,8,Sunday,Morning,0
C1369,2025-04-21,04:46,Austin,Reeves Mountains,Drug Offense,Medium,No Arrest,0,4,Monday,Night,1
C1370,2025-02-08,10:30,Kansas City,Michael Fords,Assault,Medium,Arrest Made,1,10,Saturday,Morning,0
C1371,2024-09-11,05:24,Little Rock,Schwartz Forks,Assault,Medium,No Arrest,0,5,Wednesday,Morning,0
C1372,2024-12-29,16:53,Tulsa,King Loaf,Homicide,High,Arrest Made,1,16,Sunday,Afternoon,0
C1373,2023-11-11,13:18,San Antonio,Randy Route,Fraud,Medium,Arrest Made,1,13,Saturday,Afternoon,1
C1374,2024-10-13,07:04,Houston,Austin Stream,Assault,Medium,Arrest Made,1,7,Sunday,Morning,1
C1375,2024-09-17,12:42,Kansas City,Bush Coves,Burglary,Medium,Arrest Made,1,12,Tuesday,Afternoon,0
C1376,2024-12-22,09:40,Austin,Jonathan Extension,Robbery,High,Arrest Made,2,9,Sunday,Morning,1
C1377,2024-10-04,14:57,Dallas,Amanda Flats,Fraud,Medium,No Arrest,0,14,Friday,Afternoon,1
C1378,2025-01-15,23:32,Houston,Melissa Centers,Vandalism,Low,Arrest Made,1,23,Wednesday,Night,1
C1379,2025-03-03,10:58,Little Rock,Susan Road,Robbery,High,Arrest Made,1,10,Monday,Morning,0
C1380,2023-07-30,22:24,San Antonio,Seth Loop,Vandalism,Low,Arrest Made,1,22,Sunday,Night,1
C1381,2023-12-12,16:19,Little Rock,Miller Glen,Fraud,Medium,Arrest Made,1,16,Tuesday,Afternoon,0
C1382,2023-09-19,13:48,Little Rock,Jacob Station,Assault,Medium,Arrest Made,1,13,Tuesday,Afternoon,0
C1383,2025-02-17,21:39,Oklahoma City,Oscar Crossing,Robbery,High,Arrest Made,2,21,Monday,Night,1
C1384,2023-07-01,17:34,Oklahoma City,Krueger Loop,Vandalism,Low,No Arrest,0,17,Saturday,Evening,1
C1385,2024-03-04,05:54,Little Rock,Travis Valleys,Theft,Low,Arrest Made,1,5,Monday,Morning,0
C1386,2025-01-19,00:37,San Antonio,Williams Spurs,Theft,Low,Arrest Made,1,0,Sunday,Night,1
C1387,2025-01-20,20:59,Tulsa,Maria Courts,Assault,Medium,Arrest Made,1,20,Monday,Evening,0
C1388,2024-08-21,01:33,Tulsa,Jay Knolls,Drug Offense,Medium,Arrest Made,1,1,Wednesday,Night,0
C1389,2024-10-24,05:25,Oklahoma City,Denise Brook,Drug Offense,Medium,Arrest Made,1,5,Thursday,Morning,1
C1390,2025-02-19,14:33,Austin,Matthew Inlet,Vandalism,Low,Arrest Made,1,14,Wednesday,Afternoon,1
C1391,2025-03-14,12:22,Oklahoma City,Sarah Ferry,Vandalism,Low,No Arrest,0,12,Friday,Afternoon,1
C1392,2024-07-18,01:05,Austin,Ward Unions,Robbery,High,Arrest Made,1,1,Thursday,Night,1
C1393,2024-12-17,15:37,Kansas City,Clark Key,Drug Offense,Medium,No Arrest,0,15,Tuesday,Afternoon,0
C1394,2023-12-25,12:53,Dallas,Grimes Meadow,Robbery,High,Arrest Made,1,12,Monday,Afternoon,1
C1395,2023-11-06,03:06,Austin,Taylor Hollow,Drug Offense,Medium,No Arrest,0,3,Monday,Night,1
C1396,2025-04-28,23:03,Little Rock,Matthew Course,Burglary,Medium,Arrest Made,1,23,Monday,Night,0
C1397,2024-09-29,10:27,Kansas City,Phillip Throughway,Vandalism,Low,No Arrest,0,10,Sunday,Morning,0
C1398,2024-11-01,11:03,Tulsa,Raymond Motorway,Robbery,High,Arrest Made,1,11,Friday,Morning,0
C1399,2025-01-03,15:39,San Antonio,Hayes Mount,Vandalism,Low,Arrest Made,2,15,Friday,Afternoon,1
C1400,2023-09-25,08:02,Kansas City,Cheryl Lodge,Vandalism,Low,No Arrest,0,8,Monday,Morning,0
C1401,2025-03-21,08:11,Dallas,Wesley Estate,Vandalism,Low,Arrest Made,2,8,Friday,Morning,1
C1402,2024-03-23,06:24,Kansas City,Julia Extension,Drug Offense,Medium,Arrest Made,1,6,Saturday,Morning,0
C1403,2025-04-21,10:08,Tulsa,Robert Field,Vandalism,Low,Arrest Made,2,10,Monday,Morning,0
C1404,2023-07-31,06:37,Little Rock,Catherine Crossroad,Robbery,High,Arrest Made,2,6,Monday,Morning,0
C1405,2023-12-17,07:54,Oklahoma City,Nunez Key,Homicide,High,Arrest Made,1,7,Sunday,Morning,1
C1406,2023-08-23,02:13,Oklahoma City,Stephanie Expressway,Homicide,High,Arrest Made,1,2,Wednesday,Night,1
C1407,2023-07-20,03:45,Tulsa,Lawson Valleys,Vandalism,Low,Arrest Made,2,3,Thursday,Night,0
C1408,2024-09-14,02:40,Tulsa,Thomas Forge,Burglary,Medium,No Arrest,0,2,Saturday,Night,0
C1409,2024-04-25,21:36,Little Rock,Richardson Views,Fraud,Medium,Arrest Made,2,21,Thursday,Night,0
C1410,2023-12-28,07:59,Dallas,Gutierrez Spurs,Homicide,High,Arrest Made,1,7,Thursday,Morning,1
C1411,2024-05-28,15:08,Houston,Hayes Orchard,Assault,Medium,Arrest Made,2,15,Tuesday,Afternoon,1
C1412,2023-12-04,12:52,Austin,John Trace,Theft,Low,Arrest Made,2,12,Monday,Afternoon,1
C1413,2025-05-13,14:45,Kansas City,Payne Islands,Burglary,Medium,No Arrest,0,14,Tuesday,Afternoon,0
C1414,2023-07-21,20:12,Austin,Powell Burg,Vandalism,Low,Arrest Made,1,20,Friday,Evening,1
C1415,2024-09-25,15:18,Tulsa,Mercer Stream,Burglary,Medium,Arrest Made,1,15,Wednesday,Afternoon,0
C1416,2025-01-09,00:06,Little Rock,Lori Way,Vandalism,Low,Arrest Made,2,0,Thursday,Night,0
C1417,2023-06-16,07:17,Houston,Adam Branch,Theft,Low,Arrest Made,1,7,Friday,Morning,1
C1418,2025-04-17,07:33,Austin,Morris Rest,Vandalism,Low,Arrest Made,1,7,Thursday,Morning,1
C1419,2024-08-20,06:33,San Antonio,Ruiz Plains,Homicide,High,Arrest Made,1,6,Tuesday,Morning,1
C1420,2024-09-04,08:30,Dallas,Russell Turnpike,Vandalism,Low,Arrest Made,1,8,Wednesday,Morning,1
C1421,2023-06-22,13:03,Dallas,Gina Field,Assault,Medium,Arrest Made,2,13,Thursday,Afternoon,1
C1422,2025-05-06,22:29,Kansas City,Nancy Glens,Homicide,High,Arrest Made,1,22,Tuesday,Night,0
C1423,2023-08-11,07:49,Houston,Smith Square,Burglary,Medium,Arrest Made,2,7,Friday,Morning,1
C1424,2025-04-21,16:59,Kansas City,Daniel Green,Burglary,Medium,Arrest Made,2,16,Monday,Afternoon,0
C1425,2023-10-04,11:50,San Antonio,Richard Wells,Drug Offense,Medium,Arrest Made,1,11,Wednesday,Morning,1
C1426,2025-05-07,14:48,Austin,Holly Forges,Robbery,High,No Arrest,0,14,Wednesday,Afternoon,1
C1427,2024-07-22,01:09,Oklahoma City,Baker Spurs,Homicide,High,Arrest Made,1,1,Monday,Night,1
C1428,2024-11-24,05:50,Dallas,Williams Rapids,Vandalism,Low,Arrest Made,1,5,Sunday,Morning,1
C1429,2025-01-12,10:52,Little Rock,James Islands,Robbery,High,No Arrest,0,10,Sunday,Morning,0
C1430,2024-06-17,21:38,Austin,Larry Club,Homicide,High,Arrest Made,1,21,Monday,Night,1
C1431,2024-10-12,02:59,Austin,Henry Lodge,Drug Offense,Medium,Arrest Made,1,2,Saturday,Night,1
C1432,2023-12-23,23:20,San Antonio,Fred Trace,Drug Offense,Medium,No Arrest,0,23,Saturday,Night,1
C1433,2024-05-20,05:10,Dallas,Shannon Locks,Burglary,Medium,Arrest Made,1,5,Monday,Morning,1
C1434,2024-01-10,01:15,Tulsa,Lopez Coves,Drug Offense,Medium,No Arrest,0,1,Wednesday,Night,0
C1435,2023-09-11,11:14,San Antonio,Erica Valleys,Vandalism,Low,No Arrest,0,11,Monday,Morning,1
C1436,2024-06-26,02:29,Austin,Clark Plaza,Homicide,High,Arrest Made,1,2,Wednesday,Night,1
C1437,2024-12-03,09:32,Dallas,Coleman Falls,Robbery,High,No Arrest,0,9,Tuesday,Morning,1
C1438,2024-04-07,05:15,Little Rock,Kyle Ports,Assault,Medium,Arrest Made,1,5,Sunday,Morning,0
C1439,2025-03-18,10:07,Little Rock,Perez Key,Fraud,Medium,No Arrest,0,10,Tuesday,Morning,0
C1440,2024-04-13,00:35,Dallas,Emily Avenue,Theft,Low,Arrest Made,1,0,Saturday,Night,1
C1441,2024-09-28,16:09,San Antonio,Sydney Ranch,Theft,Low,Arrest Made,2,16,Saturday,Afternoon,1
C1442,2024-04-18,00:48,Little Rock,Gomez Burg,Homicide,High,Arrest Made,1,0,Thursday,Night,0
C1443,2025-02-11,07:50,Houston,Ramos Key,Fraud,Medium,No Arrest,0,7,Tuesday,Morning,1
C1444,2023-08-22,01:42,Austin,Lozano Crossing,Homicide,High,Arrest Made,1,1,Tuesday,Night,1
C1445,2023-10-21,01:12,Austin,Rice Views,Drug Offense,Medium,No Arrest,0,1,Saturday,Night,1
C1446,2024-07-25,10:28,Austin,Myers Alley,Vandalism,Low,Arrest Made,1,10,Thursday,Morning,1
C1447,2024-03-19,15:21,San Antonio,Corey Plaza,Theft,Low,Arrest Made,1,15,Tuesday,Afternoon,1
C1448,2025-02-23,15:19,Kansas City,Latoya Plains,Fraud,Medium,Arrest Made,2,15,Sunday,Afternoon,0
C1449,2024-08-21,07:23,Dallas,Mark Ramp,Drug Offense,Medium,No Arrest,0,7,Wednesday,Morning,1
C1450,2023-09-07,21:23,San Antonio,Matthew Squares,Robbery,High,No Arrest,0,21,Thursday,Night,1
C1451,2024-01-27,11:37,Oklahoma City,Deborah Motorway,Drug Offense,Medium,Arrest Made,1,11,Saturday,Morning,1
C1452,2024-01-19,21:04,Little Rock,Roth Ville,Assault,Medium,Arrest Made,2,21,Friday,Night,0
C1453,2024-09-04,21:15,Austin,James Trafficway,Vandalism,Low,Arrest Made,1,21,Wednesday,Night,1
C1454,2024-12-31,16:53,Houston,Amy Rue,Drug Offense,Medium,No Arrest,0,16,Tuesday,Afternoon,1
C1455,2023-11-23,19:11,Austin,Dennis Lodge,Assault,Medium,Arrest Made,1,19,Thursday,Evening,1
C1456,2024-11-10,09:59,Houston,Kidd Springs,Drug Offense,Medium,Arrest Made,1,9,Sunday,Morning,1
C1457,2025-03-11,12:45,San Antonio,Carrillo Viaduct,Robbery,High,No Arrest,0,12,Tuesday,Afternoon,1
C1458,2025-01-05,17:27,Little Rock,Curtis Drives,Burglary,Medium,Arrest Made,2,17,Sunday,Evening,0
C1459,2024-02-12,20:28,Austin,Emma Wells,Assault,Medium,Arrest Made,1,20,Monday,Evening,1
C1460,2024-01-12,03:10,Kansas City,Porter Drives,Burglary,Medium,Arrest Made,1,3,Friday,Night,0
C1461,2024-11-28,23:14,Tulsa,Brown Creek,Robbery,High,No Arrest,0,23,Thursday,Night,0
C1462,2024-11-30,11:46,Little Rock,Morgan Union,Theft,Low,No Arrest,0,11,Saturday,Morning,0
C1463,2024-03-17,23:54,Tulsa,Ashley Streets,Fraud,Medium,No Arrest,0,23,Sunday,Night,0
C1464,2024-10-10,09:26,San Antonio,Williams Parkways,Homicide,High,Arrest Made,1,9,Thursday,Morning,1
C1465,2025-02-18,15:04,Tulsa,Audrey Plaza,Drug Offense,Medium,No Arrest,0,15,Tuesday,Afternoon,0
C1466,2024-11-12,15:14,Little Rock,Charles Street,Homicide,High,Arrest Made,1,15,Tuesday,Afternoon,0
C1467,2025-03-04,23:52,Houston,Keith Valley,Fraud,Medium,No Arrest,0,23,Tuesday,Night,1
C1468,2024-09-08,21:57,Little Rock,Sanford Mountain,Theft,Low,No Arrest,0,21,Sunday,Night,0
C1469,2024-05-09,08:16,Dallas,Benjamin Spur,Theft,Low,Arrest Made,2,8,Thursday,Morning,1
C1470,2023-12-22,21:32,Tulsa,Anderson Meadows,Assault,Medium,No Arrest,0,21,Friday,Night,0
C1471,2024-07-14,02:20,Dallas,Diana Trafficway,Assault,Medium,No Arrest,0,2,Sunday,Night,1
C1472,2025-05-02,01:48,Oklahoma City,Deleon Roads,Robbery,High,No Arrest,0,1,Friday,Night,1
C1473,2025-02-14,04:16,San Antonio,Ariel Forges,Fraud,Medium,Arrest Made,1,4,Friday,Night,1
C1474,2024-01-21,13:42,Kansas City,Montgomery Locks,Vandalism,Low,Arrest Made,1,13,Sunday,Afternoon,0
