Crime ID,Date,Time,City,Location,Latitude,Longitude,Crime Type,Number of Crimes,Number of Arrests,Arrest Made,Severity,Hour,Minute,Year,Month,MonthName,DOW,DOW_num,YearMonth,IsWeekend,TimeBlock,ArrestFlag,SeverityOrd
C1148,2024-07-08,13:53,Oklahoma City,Alvarez Estates,35.4676,-97.5164,Assault,1,0,No Arrest,Medium,13,53,2024,7,Jul,Monday,0,2024-07,False,Afternoon,0,2
C1149,2024-12-21,17:34,Tulsa,Munoz Point,36.15398,-95.99277,Theft,1,0,No Arrest,Low,17,34,2024,12,Dec,Saturday,5,2024-12,True,Evening,0,1
C1150,2024-02-09,22:18,Kansas City,Timothy Place,39.0997,-94.5786,Homicide,1,1,Arrest Made,High,22,18,2024,2,Feb,Friday,4,2024-02,False,Night,1,3
C1151,2025-02-23,04:02,Austin,John Fork,30.2672,-97.7431,Assault,1,0,No Arrest,Medium,4,2,2025,2,Feb,Sunday,6,2025-02,True,Night,0,2
C1152,2025-05-23,00:28,Houston,Maynard Valley,29.7604,-95.3698,Homicide,1,1,Arrest Made,High,0,28,2025,5,May,Friday,4,2025-05,False,Night,1,3
C1153,2025-04-12,12:13,Tulsa,Emily Forges,36.15398,-95.99277,Robbery,1,0,No Arrest,High,12,13,2025,4,Apr,Saturday,5,2025-04,True,Afternoon,0,3
C1154,2024-01-19,02:31,Tulsa,Cook Road,36.15398,-95.99277,Homicide,1,1,Arrest Made,High,2,31,2024,1,Jan,Friday,4,2024-01,False,Night,1,3
C1155,2023-09-07,08:05,Austin,Adam Knolls,30.2672,-97.7431,Fraud,1,2,Arrest Made,Medium,8,5,2023,9,Sep,Thursday,3,2023-09,False,Morning,1,2
C1156,2023-08-31,00:35,Kansas City,Allen Locks,39.0997,-94.5786,Burglary,1,0,No Arrest,Medium,0,35,2023,8,Aug,Thursday,3,2023-08,False,Night,0,2
C1157,2023-12-11,12:51,Houston,Martin Lane,29.7604,-95.3698,Drug Offense,1,0,No Arrest,Medium,12,51,2023,12,Dec,Monday,0,2023-12,False,Afternoon,0,2
C1158,2024-05-20,01:15,Austin,Johnson Common,30.2672,-97.7431,Theft,1,1,Arrest Made,Low,1,15,2024,5,May,Monday,0,2024-05,False,Night,1,1
C1159,2024-10-26,15:25,Dallas,Maynard Junction,32.7767,-96.797,Burglary,1,2,Arrest Made,Medium,15,25,2024,10,Oct,Saturday,5,2024-10,True,Afternoon,1,2
C1160,2024-04-26,14:27,Austin,Rhodes Shores,30.2672,-97.7431,Burglary,1,2,Arrest Made,Medium,14,27,2024,4,Apr,Friday,4,2024-04,False,Afternoon,1,2
C1161,2024-10-29,05:59,Austin,Jennifer Hills,30.2672,-97.7431,Homicide,1,1,Arrest Made,High,5,59,2024,10,Oct,Tuesday,1,2024-10,False,Morning,1,3
C1162,2024-03-27,20:05,San Antonio,Huerta Turnpike,29.4241,-98.4936,Theft,1,2,Arrest Made,Low,20,5,2024,3,Mar,Wednesday,2,2024-03,False,Evening,1,1
C1163,2025-04-23,23:47,San Antonio,Barnes Ways,29.4241,-98.4936,Theft,1,0,No Arrest,Low,23,47,2025,4,Apr,Wednesday,2,2025-04,False,Night,0,1
C1164,2024-11-14,11:39,Austin,Heather Walk,30.2672,-97.7431,Homicide,1,1,Arrest Made,High,11,39,2024,11,Nov,Thursday,3,2024-11,False,Morning,1,3
C1165,2024-03-27,12:41,Dallas,Mccall Circles,32.7767,-96.797,Drug Offense,1,0,No Arrest,Medium,12,41,2024,3,Mar,Wednesday,2,2024-03,False,Afternoon,0,2
C1166,2023-10-08,05:56,Austin,Lee Burg,30.2672,-97.7431,Homicide,1,1,Arrest Made,High,5,56,2023,10,Oct,Sunday,6,2023-10,True,Morning,1,3
C1167,2024-10-24,00:26,Oklahoma City,Murphy Circles,35.4676,-97.5164,Theft,1,2,Arrest Made,Low,0,26,2024,10,Oct,Thursday,3,2024-10,False,Night,1,1
C1168,2024-06-03,14:54,Dallas,Matthew Stravenue,32.7767,-96.797,Fraud,1,2,Arrest Made,Medium,14,54,2024,6,Jun,Monday,0,2024-06,False,Afternoon,1,2
C1169,2024-07-08,03:44,Oklahoma City,Lopez Mills,35.4676,-97.5164,Homicide,1,1,Arrest Made,High,3,44,2024,7,Jul,Monday,0,2024-07,False,Night,1,3
C1170,2023-07-12,06:55,Houston,Gerald Cliffs,29.7604,-95.3698,Fraud,1,2,Arrest Made,Medium,6,55,2023,7,Jul,Wednesday,2,2023-07,False,Morning,1,2
C1171,2024-06-06,04:32,Tulsa,Horton Pines,36.15398,-95.99277,Drug Offense,1,2,Arrest Made,Medium,4,32,2024,6,Jun,Thursday,3,2024-06,False,Night,1,2
C1172,2024-10-13,13:41,Houston,Randy Mountains,29.7604,-95.3698,Vandalism,1,1,Arrest Made,Low,13,41,2024,10,Oct,Sunday,6,2024-10,True,Afternoon,1,1
C1173,2024-12-14,08:57,Houston,Anthony Spur,29.7604,-95.3698,Robbery,1,0,No Arrest,High,8,57,2024,12,Dec,Saturday,5,2024-12,True,Morning,0,3
C1174,2024-10-01,17:12,Oklahoma City,Kevin Lakes,35.4676,-97.5164,Assault,1,0,No Arrest,Medium,17,12,2024,10,Oct,Tuesday,1,2024-10,False,Evening,0,2
C1175,2023-11-30,06:55,Dallas,Patricia Turnpike,32.7767,-96.797,Theft,1,0,No Arrest,Low,6,55,2023,11,Nov,Thursday,3,2023-11,False,Morning,0,1
C1176,2025-03-17,03:34,Houston,Terrell Groves,29.7604,-95.3698,Robbery,1,0,No Arrest,High,3,34,2025,3,Mar,Monday,0,2025-03,False,Night,0,3
C1177,2023-06-11,12:39,Little Rock,Lorraine Groves,34.7465,-92.2896,Robbery,1,1,Arrest Made,High,12,39,2023,6,Jun,Sunday,6,2023-06,True,Afternoon,1,3
C1178,2023-06-23,14:35,Austin,Yu Crossroad,30.2672,-97.7431,Assault,1,0,No Arrest,Medium,14,35,2023,6,Jun,Friday,4,2023-06,False,Afternoon,0,2
C1179,2025-01-30,08:34,Austin,May Stream,30.2672,-97.7431,Robbery,1,1,Arrest Made,High,8,34,2025,1,Jan,Thursday,3,2025-01,False,Morning,1,3
C1180,2023-07-15,23:25,Little Rock,Gardner Bypass,34.7465,-92.2896,Theft,1,1,Arrest Made,Low,23,25,2023,7,Jul,Saturday,5,2023-07,True,Night,1,1
C1181,2023-07-11,00:13,Tulsa,Brittany Trace,36.15398,-95.99277,Robbery,1,2,Arrest Made,High,0,13,2023,7,Jul,Tuesday,1,2023-07,False,Night,1,3
C1182,2024-03-24,22:58,Tulsa,Regina Lodge,36.15398,-95.99277,Burglary,1,0,No Arrest,Medium,22,58,2024,3,Mar,Sunday,6,2024-03,True,Night,0,2
C1183,2025-04-12,22:15,Dallas,Williams Light,32.7767,-96.797,Burglary,1,1,Arrest Made,Medium,22,15,2025,4,Apr,Saturday,5,2025-04,True,Night,1,2
C1184,2023-06-16,05:13,Dallas,Ryan Garden,32.7767,-96.797,Assault,1,0,No Arrest,Medium,5,13,2023,6,Jun,Friday,4,2023-06,False,Morning,0,2
C1185,2024-07-17,12:58,Houston,Gray Burg,29.7604,-95.3698,Assault,1,2,Arrest Made,Medium,12,58,2024,7,Jul,Wednesday,2,2024-07,False,Afternoon,1,2
C1186,2025-04-01,09:41,Dallas,Nathan Point,32.7767,-96.797,Robbery,1,1,Arrest Made,High,9,41,2025,4,Apr,Tuesday,1,2025-04,False,Morning,1,3
C1187,2024-10-11,15:45,Dallas,Boone Green,32.7767,-96.797,Drug Offense,1,0,No Arrest,Medium,15,45,2024,10,Oct,Friday,4,2024-10,False,Afternoon,0,2
C1188,2024-12-30,14:33,Austin,Pena Loop,30.2672,-97.7431,Theft,1,1,Arrest Made,Low,14,33,2024,12,Dec,Monday,0,2024-12,False,Afternoon,1,1
C1189,2025-02-04,14:11,Houston,Jenna Spurs,29.7604,-95.3698,Assault,1,0,No Arrest,Medium,14,11,2025,2,Feb,Tuesday,1,2025-02,False,Afternoon,0,2
C1190,2024-10-12,22:01,Kansas City,Hendrix Hills,39.0997,-94.5786,Drug Offense,1,1,Arrest Made,Medium,22,1,2024,10,Oct,Saturday,5,2024-10,True,Night,1,2
C1191,2024-11-22,03:07,Tulsa,Guzman Roads,36.15398,-95.99277,Assault,1,1,Arrest Made,Medium,3,7,2024,11,Nov,Friday,4,2024-11,False,Night,1,2
C1192,2024-03-21,05:45,Kansas City,Huang Hills,39.0997,-94.5786,Burglary,1,1,Arrest Made,Medium,5,45,2024,3,Mar,Thursday,3,2024-03,False,Morning,1,2
C1193,2023-07-20,17:15,Houston,Misty Plains,29.7604,-95.3698,Robbery,1,0,No Arrest,High,17,15,2023,7,Jul,Thursday,3,2023-07,False,Evening,0,3
C1194,2025-05-05,15:21,San Antonio,Koch Mountain,29.4241,-98.4936,Fraud,1,1,Arrest Made,Medium,15,21,2025,5,May,Monday,0,2025-05,False,Afternoon,1,2
C1195,2024-01-15,05:48,Dallas,Rivera Ridges,32.7767,-96.797,Drug Offense,1,2,Arrest Made,Medium,5,48,2024,1,Jan,Monday,0,2024-01,False,Morning,1,2
C1196,2024-04-13,12:27,Houston,Morris Harbor,29.7604,-95.3698,Fraud,1,0,No Arrest,Medium,12,27,2024,4,Apr,Saturday,5,2024-04,True,Afternoon,0,2
C1197,2023-07-25,12:43,Austin,Robert Shores,30.2672,-97.7431,Robbery,1,0,No Arrest,High,12,43,2023,7,Jul,Tuesday,1,2023-07,False,Afternoon,0,3
C1198,2024-04-17,00:57,Houston,Williamson Fort,29.7604,-95.3698,Robbery,1,2,Arrest Made,High,0,57,2024,4,Apr,Wednesday,2,2024-04,False,Night,1,3
C1199,2025-05-22,00:20,Kansas City,Mary Turnpike,39.0997,-94.5786,Fraud,1,0,No Arrest,Medium,0,20,2025,5,May,Thursday,3,2025-05,False,Night,0,2
C1200,2023-09-16,13:38,Austin,Sheena Alley,30.2672,-97.7431,Fraud,1,1,Arrest Made,Medium,13,38,2023,9,Sep,Saturday,5,2023-09,True,Afternoon,1,2
C1201,2023-11-20,20:12,Houston,Douglas Grove,29.7604,-95.3698,Robbery,1,1,Arrest Made,High,20,12,2023,11,Nov,Monday,0,2023-11,False,Evening,1,3
C1202,2025-05-28,11:08,San Antonio,Mitchell Street,29.4241,-98.4936,Homicide,1,1,Arrest Made,High,11,8,2025,5,May,Wednesday,2,2025-05,False,Morning,1,3
C1203,2025-06-05,00:19,Tulsa,Kathy Plaza,36.15398,-95.99277,Vandalism,1,2,Arrest Made,Low,0,19,2025,6,Jun,Thursday,3,2025-06,False,Night,1,1
C1204,2025-05-31,16:19,Dallas,Stephens Keys,32.7767,-96.797,Burglary,1,0,No Arrest,Medium,16,19,2025,5,May,Saturday,5,2025-05,True,Afternoon,0,2
C1205,2024-04-02,13:01,Oklahoma City,Daniel Cliff,35.4676,-97.5164,Homicide,1,1,Arrest Made,High,13,1,2024,4,Apr,Tuesday,1,2024-04,False,Afternoon,1,3
C1206,2024-08-18,10:59,Tulsa,Lawrence Corner,36.15398,-95.99277,Vandalism,1,1,Arrest Made,Low,10,59,2024,8,Aug,Sunday,6,2024-08,True,Morning,1,1
C1207,2024-07-01,03:52,Houston,Keith Pass,29.7604,-95.3698,Homicide,1,1,Arrest Made,High,3,52,2024,7,Jul,Monday,0,2024-07,False,Night,1,3
C1208,2024-02-12,20:09,Little Rock,Christine Fork,34.7465,-92.2896,Homicide,1,1,Arrest Made,High,20,9,2024,2,Feb,Monday,0,2024-02,False,Evening,1,3
C1209,2024-08-21,06:09,Houston,Brandi Mills,29.7604,-95.3698,Drug Offense,1,0,No Arrest,Medium,6,9,2024,8,Aug,Wednesday,2,2024-08,False,Morning,0,2
C1210,2024-10-24,16:41,San Antonio,Jeremy Row,29.4241,-98.4936,Assault,1,2,Arrest Made,Medium,16,41,2024,10,Oct,Thursday,3,2024-10,False,Afternoon,1,2
C1211,2023-06-24,15:50,Austin,Samantha Summit,30.2672,-97.7431,Burglary,1,0,No Arrest,Medium,15,50,2023,6,Jun,Saturday,5,2023-06,True,Afternoon,0,2
C1212,2023-09-14,10:06,Dallas,Rodriguez Route,32.7767,-96.797,Burglary,1,2,Arrest Made,Medium,10,6,2023,9,Sep,Thursday,3,2023-09,False,Morning,1,2
C1213,2023-09-25,20:50,San Antonio,John Circle,29.4241,-98.4936,Fraud,1,2,Arrest Made,Medium,20,50,2023,9,Sep,Monday,0,2023-09,False,Evening,1,2
C1214,2023-06-13,16:38,Tulsa,Rodriguez Ranch,36.15398,-95.99277,Theft,1,1,Arrest Made,Low,16,38,2023,6,Jun,Tuesday,1,2023-06,False,Afternoon,1,1
C1215,2025-02-04,00:09,Dallas,Shaw Union,32.7767,-96.797,Theft,1,1,Arrest Made,Low,0,9,2025,2,Feb,Tuesday,1,2025-02,False,Night,1,1
C1216,2025-03-19,13:20,San Antonio,Richard Run,29.4241,-98.4936,Burglary,1,2,Arrest Made,Medium,13,20,2025,3,Mar,Wednesday,2,2025-03,False,Afternoon,1,2
C1217,2024-10-11,07:29,Houston,Perkins Points,29.7604,-95.3698,Assault,1,0,No Arrest,Medium,7,29,2024,10,Oct,Friday,4,2024-10,False,Morning,0,2
C1218,2024-09-27,21:09,Austin,Anderson Station,30.2672,-97.7431,Theft,1,0,No Arrest,Low,21,9,2024,9,Sep,Friday,4,2024-09,False,Night,0,1
C1219,2023-06-20,21:31,Tulsa,Clark Pike,36.15398,-95.99277,Assault,1,2,Arrest Made,Medium,21,31,2023,6,Jun,Tuesday,1,2023-06,False,Night,1,2
C1220,2023-12-14,02:31,Tulsa,Davis Mountains,36.15398,-95.99277,Homicide,1,1,Arrest Made,High,2,31,2023,12,Dec,Thursday,3,2023-12,False,Night,1,3
C1221,2025-04-07,01:04,Little Rock,Elizabeth Fords,34.7465,-92.2896,Theft,1,2,Arrest Made,Low,1,4,2025,4,Apr,Monday,0,2025-04,False,Night,1,1
C1222,2024-02-27,10:07,Kansas City,Jason Plaza,39.0997,-94.5786,Robbery,1,0,No Arrest,High,10,7,2024,2,Feb,Tuesday,1,2024-02,False,Morning,0,3
C1223,2024-08-11,12:50,Tulsa,Natalie Expressway,36.15398,-95.99277,Assault,1,2,Arrest Made,Medium,12,50,2024,8,Aug,Sunday,6,2024-08,True,Afternoon,1,2
C1224,2023-11-28,18:56,Austin,Webb Brooks,30.2672,-97.7431,Homicide,1,1,Arrest Made,High,18,56,2023,11,Nov,Tuesday,1,2023-11,False,Evening,1,3
C1225,2024-10-05,08:22,Little Rock,Jose Unions,34.7465,-92.2896,Robbery,1,1,Arrest Made,High,8,22,2024,10,Oct,Saturday,5,2024-10,True,Morning,1,3
C1226,2024-06-14,00:01,Tulsa,Johnson Extensions,36.15398,-95.99277,Homicide,1,1,Arrest Made,High,0,1,2024,6,Jun,Friday,4,2024-06,False,Night,1,3
C1227,2023-07-15,05:25,Austin,David Ramp,30.2672,-97.7431,Homicide,1,1,Arrest Made,High,5,25,2023,7,Jul,Saturday,5,2023-07,True,Morning,1,3
C1228,2024-04-23,13:15,Dallas,Johnson Lodge,32.7767,-96.797,Vandalism,1,2,Arrest Made,Low,13,15,2024,4,Apr,Tuesday,1,2024-04,False,Afternoon,1,1
C1229,2024-01-10,16:45,Kansas City,Jesse Plaza,39.0997,-94.5786,Assault,1,1,Arrest Made,Medium,16,45,2024,1,Jan,Wednesday,2,2024-01,False,Afternoon,1,2
C1230,2025-05-29,21:11,San Antonio,Elliott Throughway,29.4241,-98.4936,Vandalism,1,1,Arrest Made,Low,21,11,2025,5,May,Thursday,3,2025-05,False,Night,1,1
C1231,2025-05-28,19:16,Oklahoma City,Garrett Ports,35.4676,-97.5164,Vandalism,1,2,Arrest Made,Low,19,16,2025,5,May,Wednesday,2,2025-05,False,Evening,1,1
C1232,2024-09-12,05:23,Dallas,Green Circles,32.7767,-96.797,Theft,1,2,Arrest Made,Low,5,23,2024,9,Sep,Thursday,3,2024-09,False,Morning,1,1
C1233,2024-03-24,19:51,Dallas,Owens Mission,32.7767,-96.797,Homicide,1,1,Arrest Made,High,19,51,2024,3,Mar,Sunday,6,2024-03,True,Evening,1,3
C1234,2025-03-27,14:57,Kansas City,Brown Knolls,39.0997,-94.5786,Robbery,1,2,Arrest Made,High,14,57,2025,3,Mar,Thursday,3,2025-03,False,Afternoon,1,3
C1235,2023-08-24,19:50,Tulsa,Ashley Locks,36.15398,-95.99277,Drug Offense,1,2,Arrest Made,Medium,19,50,2023,8,Aug,Thursday,3,2023-08,False,Evening,1,2
C1236,2023-12-31,03:19,Kansas City,Jason Glens,39.0997,-94.5786,Vandalism,1,0,No Arrest,Low,3,19,2023,12,Dec,Sunday,6,2023-12,True,Night,0,1
C1237,2024-08-29,10:22,Tulsa,Christine Mount,36.15398,-95.99277,Theft,1,0,No Arrest,Low,10,22,2024,8,Aug,Thursday,3,2024-08,False,Morning,0,1
C1238,2023-12-21,17:26,Little Rock,Donald Branch,34.7465,-92.2896,Assault,1,2,Arrest Made,Medium,17,26,2023,12,Dec,Thursday,3,2023-12,False,Evening,1,2
C1239,2024-07-06,06:03,Kansas City,Santos Isle,39.0997,-94.5786,Assault,1,2,Arrest Made,Medium,6,3,2024,7,Jul,Saturday,5,2024-07,True,Morning,1,2
C1240,2023-07-12,00:45,Little Rock,Sarah Cove,34.7465,-92.2896,Vandalism,1,1,Arrest Made,Low,0,45,2023,7,Jul,Wednesday,2,2023-07,False,Night,1,1
C1241,2023-12-03,07:18,Kansas City,Carter Wall,39.0997,-94.5786,Burglary,1,2,Arrest Made,Medium,7,18,2023,12,Dec,Sunday,6,2023-12,True,Morning,1,2
C1242,2023-10-10,11:40,Kansas City,Adam Islands,39.0997,-94.5786,Homicide,1,1,Arrest Made,High,11,40,2023,10,Oct,Tuesday,1,2023-10,False,Morning,1,3
C1243,2023-10-05,10:00,Tulsa,Watkins Springs,36.15398,-95.99277,Robbery,1,0,No Arrest,High,10,0,2023,10,Oct,Thursday,3,2023-10,False,Morning,0,3
C1244,2025-03-23,21:05,Little Rock,Mark View,34.7465,-92.2896,Assault,1,1,Arrest Made,Medium,21,5,2025,3,Mar,Sunday,6,2025-03,True,Night,1,2
C1245,2023-12-22,22:59,Austin,Jackie Wells,30.2672,-97.7431,Drug Offense,1,0,No Arrest,Medium,22,59,2023,12,Dec,Friday,4,2023-12,False,Night,0,2
C1246,2025-01-13,17:09,Houston,Sabrina Court,29.7604,-95.3698,Theft,1,2,Arrest Made,Low,17,9,2025,1,Jan,Monday,0,2025-01,False,Evening,1,1
C1247,2023-12-01,06:10,San Antonio,Karen Rest,29.4241,-98.4936,Theft,1,1,Arrest Made,Low,6,10,2023,12,Dec,Friday,4,2023-12,False,Morning,1,1
C1248,2024-09-16,10:19,San Antonio,Jillian Lakes,29.4241,-98.4936,Homicide,1,1,Arrest Made,High,10,19,2024,9,Sep,Monday,0,2024-09,False,Morning,1,3
C1249,2025-06-04,10:49,Houston,Tony Park,29.7604,-95.3698,Burglary,1,0,No Arrest,Medium,10,49,2025,6,Jun,Wednesday,2,2025-06,False,Morning,0,2
C1250,2025-01-14,01:59,Little Rock,Carrie Lodge,34.7465,-92.2896,Theft,1,1,Arrest Made,Low,1,59,2025,1,Jan,Tuesday,1,2025-01,False,Night,1,1
C1251,2025-04-02,19:44,San Antonio,Walters Square,29.4241,-98.4936,Drug Offense,1,0,No Arrest,Medium,19,44,2025,4,Apr,Wednesday,2,2025-04,False,Evening,0,2
C1252,2023-09-19,00:16,Kansas City,Cindy Wells,39.0997,-94.5786,Theft,1,2,Arrest Made,Low,0,16,2023,9,Sep,Tuesday,1,2023-09,False,Night,1,1
C1253,2024-04-11,21:46,Dallas,Jessica Lodge,32.7767,-96.797,Vandalism,1,1,Arrest Made,Low,21,46,2024,4,Apr,Thursday,3,2024-04,False,Night,1,1
C1254,2024-10-25,21:25,Tulsa,Dudley Plain,36.15398,-95.99277,Robbery,1,1,Arrest Made,High,21,25,2024,10,Oct,Friday,4,2024-10,False,Night,1,3
C1255,2024-04-01,08:10,Houston,Clark Estate,29.7604,-95.3698,Fraud,1,0,No Arrest,Medium,8,10,2024,4,Apr,Monday,0,2024-04,False,Morning,0,2
C1256,2025-03-04,10:56,Austin,George Lake,30.2672,-97.7431,Burglary,1,1,Arrest Made,Medium,10,56,2025,3,Mar,Tuesday,1,2025-03,False,Morning,1,2
C1257,2024-02-27,13:06,Tulsa,William Ridge,36.15398,-95.99277,Vandalism,1,2,Arrest Made,Low,13,6,2024,2,Feb,Tuesday,1,2024-02,False,Afternoon,1,1
C1258,2025-04-15,17:24,Dallas,Perry Square,32.7767,-96.797,Drug Offense,1,2,Arrest Made,Medium,17,24,2025,4,Apr,Tuesday,1,2025-04,False,Evening,1,2
C1259,2025-03-14,23:44,Oklahoma City,Powell Turnpike,35.4676,-97.5164,Drug Offense,1,1,Arrest Made,Medium,23,44,2025,3,Mar,Friday,4,2025-03,False,Night,1,2
C1260,2024-07-21,12:56,Kansas City,Brewer Fork,39.0997,-94.5786,Burglary,1,2,Arrest Made,Medium,12,56,2024,7,Jul,Sunday,6,2024-07,True,Afternoon,1,2
C1261,2023-09-16,16:45,Austin,Craig Groves,30.2672,-97.7431,Fraud,1,2,Arrest Made,Medium,16,45,2023,9,Sep,Saturday,5,2023-09,True,Afternoon,1,2
C1262,2024-07-01,10:56,Tulsa,Lopez Orchard,36.15398,-95.99277,Fraud,1,0,No Arrest,Medium,10,56,2024,7,Jul,Monday,0,2024-07,False,Morning,0,2
C1263,2023-11-03,17:50,Oklahoma City,Gregory Shore,35.4676,-97.5164,Homicide,1,1,Arrest Made,High,17,50,2023,11,Nov,Friday,4,2023-11,False,Evening,1,3
C1264,2023-09-28,06:44,Austin,Spencer Path,30.2672,-97.7431,Homicide,1,1,Arrest Made,High,6,44,2023,9,Sep,Thursday,3,2023-09,False,Morning,1,3
C1265,2025-03-22,03:46,Houston,Justin Alley,29.7604,-95.3698,Fraud,1,1,Arrest Made,Medium,3,46,2025,3,Mar,Saturday,5,2025-03,True,Night,1,2
C1266,2023-12-26,00:02,Dallas,Thomas Fords,32.7767,-96.797,Theft,1,1,Arrest Made,Low,0,2,2023,12,Dec,Tuesday,1,2023-12,False,Night,1,1
C1267,2023-07-02,00:10,Little Rock,Christine Club,34.7465,-92.2896,Burglary,1,2,Arrest Made,Medium,0,10,2023,7,Jul,Sunday,6,2023-07,True,Night,1,2
C1268,2023-09-08,16:52,Kansas City,Sandra Forest,39.0997,-94.5786,Fraud,1,0,No Arrest,Medium,16,52,2023,9,Sep,Friday,4,2023-09,False,Afternoon,0,2
C1269,2025-06-05,04:36,Tulsa,Troy Valleys,36.15398,-95.99277,Vandalism,1,1,Arrest Made,Low,4,36,2025,6,Jun,Thursday,3,2025-06,False,Night,1,1
C1270,2024-01-02,16:29,Little Rock,Williams Parkways,34.7465,-92.2896,Fraud,1,0,No Arrest,Medium,16,29,2024,1,Jan,Tuesday,1,2024-01,False,Afternoon,0,2
C1271,2024-01-04,17:42,Kansas City,Carol Burgs,39.0997,-94.5786,Fraud,1,1,Arrest Made,Medium,17,42,2024,1,Jan,Thursday,3,2024-01,False,Evening,1,2
C1272,2024-06-26,13:38,Little Rock,Joshua Creek,34.7465,-92.2896,Fraud,1,2,Arrest Made,Medium,13,38,2024,6,Jun,Wednesday,2,2024-06,False,Afternoon,1,2
C1273,2025-04-08,15:49,Oklahoma City,Marilyn Walk,35.4676,-97.5164,Vandalism,1,1,Arrest Made,Low,15,49,2025,4,Apr,Tuesday,1,2025-04,False,Afternoon,1,1
C1274,2023-10-08,16:53,Oklahoma City,Marcus Field,35.4676,-97.5164,Homicide,1,1,Arrest Made,High,16,53,2023,10,Oct,Sunday,6,2023-10,True,Afternoon,1,3
C1275,2023-11-23,09:02,Little Rock,Amy Squares,34.7465,-92.2896,Vandalism,1,1,Arrest Made,Low,9,2,2023,11,Nov,Thursday,3,2023-11,False,Morning,1,1
C1276,2024-12-25,14:15,Oklahoma City,Goodman Glen,35.4676,-97.5164,Burglary,1,0,No Arrest,Medium,14,15,2024,12,Dec,Wednesday,2,2024-12,False,Afternoon,0,2
C1277,2024-08-06,02:57,Houston,Rodney Plain,29.7604,-95.3698,Homicide,1,1,Arrest Made,High,2,57,2024,8,Aug,Tuesday,1,2024-08,False,Night,1,3
C1278,2024-03-15,18:36,Little Rock,Cooper Creek,34.7465,-92.2896,Burglary,1,2,Arrest Made,Medium,18,36,2024,3,Mar,Friday,4,2024-03,False,Evening,1,2
C1279,2024-06-16,22:31,Dallas,Garcia Springs,32.7767,-96.797,Theft,1,2,Arrest Made,Low,22,31,2024,6,Jun,Sunday,6,2024-06,True,Night,1,1
C1280,2023-10-04,06:31,Oklahoma City,Tracy Inlet,35.4676,-97.5164,Fraud,1,0,No Arrest,Medium,6,31,2023,10,Oct,Wednesday,2,2023-10,False,Morning,0,2
C1281,2024-02-02,06:04,Little Rock,Wolf Gateway,34.7465,-92.2896,Theft,1,2,Arrest Made,Low,6,4,2024,2,Feb,Friday,4,2024-02,False,Morning,1,1
C1282,2023-12-09,04:36,Dallas,Kenneth Lane,32.7767,-96.797,Drug Offense,1,1,Arrest Made,Medium,4,36,2023,12,Dec,Saturday,5,2023-12,True,Night,1,2
C1283,2024-08-15,16:14,Austin,Rebecca Point,30.2672,-97.7431,Theft,1,1,Arrest Made,Low,16,14,2024,8,Aug,Thursday,3,2024-08,False,Afternoon,1,1
C1284,2025-04-09,18:44,Kansas City,Jennifer Meadows,39.0997,-94.5786,Robbery,1,2,Arrest Made,High,18,44,2025,4,Apr,Wednesday,2,2025-04,False,Evening,1,3
C1285,2023-06-14,16:02,Little Rock,Castillo Tunnel,34.7465,-92.2896,Assault,1,0,No Arrest,Medium,16,2,2023,6,Jun,Wednesday,2,2023-06,False,Afternoon,0,2
C1286,2024-07-17,00:34,Dallas,Mason Ways,32.7767,-96.797,Assault,1,0,No Arrest,Medium,0,34,2024,7,Jul,Wednesday,2,2024-07,False,Night,0,2
C1287,2024-12-13,16:34,Dallas,Krista Ville,32.7767,-96.797,Homicide,1,1,Arrest Made,High,16,34,2024,12,Dec,Friday,4,2024-12,False,Afternoon,1,3
C1288,2023-06-15,12:00,Oklahoma City,Richards Roads,35.4676,-97.5164,Homicide,1,1,Arrest Made,High,12,0,2023,6,Jun,Thursday,3,2023-06,False,Afternoon,1,3
C1289,2023-11-07,06:53,Tulsa,James Bridge,36.15398,-95.99277,Burglary,1,2,Arrest Made,Medium,6,53,2023,11,Nov,Tuesday,1,2023-11,False,Morning,1,2
C1290,2023-10-09,10:30,Tulsa,Elizabeth Extensions,36.15398,-95.99277,Assault,1,2,Arrest Made,Medium,10,30,2023,10,Oct,Monday,0,2023-10,False,Morning,1,2
C1291,2024-08-16,13:32,Kansas City,Murphy Valley,39.0997,-94.5786,Burglary,1,0,No Arrest,Medium,13,32,2024,8,Aug,Friday,4,2024-08,False,Afternoon,0,2
C1292,2023-09-23,19:14,Tulsa,Beck Knoll,36.15398,-95.99277,Assault,1,1,Arrest Made,Medium,19,14,2023,9,Sep,Saturday,5,2023-09,True,Evening,1,2
C1293,2025-04-30,16:21,Little Rock,Snyder Stravenue,34.7465,-92.2896,Homicide,1,1,Arrest Made,High,16,21,2025,4,Apr,Wednesday,2,2025-04,False,Afternoon,1,3
C1294,2024-09-06,21:24,Little Rock,Joseph Forks,34.7465,-92.2896,Burglary,1,1,Arrest Made,Medium,21,24,2024,9,Sep,Friday,4,2024-09,False,Night,1,2
C1295,2024-05-08,14:26,San Antonio,Rodney Trail,29.4241,-98.4936,Vandalism,1,1,Arrest Made,Low,14,26,2024,5,May,Wednesday,2,2024-05,False,Afternoon,1,1
